Card ID,Name,Type,Deck,Players,Cost,Prerequisite,Card Text,Bonus Points,banned,is_no,dealt,drafted,played,won,ADP,play_ratio,win_ratio,PWR,PWR_no_log,PWR_normalized
1153,Swingplow,Minor Improvement,K,,,,,,False,True,1098.0,1013.0,910.0,268.0,2.32,0.8287795993,0.2945054945,3.49,3.4293835231,
I229,Sycophant,Occupation,I,4+,,,"Whenever another player uses the 'Take 1 Grain' Action space, s/he must first pay you 1 food. In addition, you receive 1 food from the supply, even when you take the grain yourself.",,False,True,792.0,506.0,252.0,57.0,5.21,0.3181818182,0.2261904762,1.03,0.9750996358,
1155,Synergizer,Occupation,G6,,,,,,False,False,563.0,562.0,543.0,181.0,1.35,0.9644760213,0.3333333333,4.59,4.5504525078,
G45186,Syrup Tap,Minor Improvement,G4,,1S 1W,,"Whenever you receive Wood from an Action space, place 1 Food on the next Round space. At the start of this round, you receive the Food.",1,False,True,780.0,623.0,439.0,111.0,4.62,0.5628205128,0.2528473804,2.03,1.9912888933,
1157,Tacoshells,Minor Improvement,G7,,,,,,False,False,273.0,204.0,104.0,33.0,4.54,0.380952381,0.3173076923,1.73,1.6272189349,
1158,Tandemplow,Minor Improvement,G7,,,,,,False,False,386.0,281.0,234.0,37.0,4.25,0.6062176166,0.1581196581,1.37,1.3049845951,
K280,Tanner,Occupation,K,3+,,,"Place wild boar and cattle that you convert into food on this card. At the end of the game, you receive 1/2/3 bonus points for 2/4/6 slaughtered wild boar as well as for 2/3/4 cattle.",1/2/3 for wild boar and cattle,False,True,870.0,637.0,304.0,106.0,5.3,0.3494252874,0.3486842105,1.74,1.6775775646,
WM050,Tapestry Weaver,Occupation,Wm,,,,"Whenever you have at least 3 Sheep during the Field phase of a Harvest, place 1 Food from the general supply in your home. You may only place 1 Food per room. You cannot use these Food, but each is worth 1 Bonus point at the end of the game.",,False,True,782.0,669.0,367.0,134.0,4.9,0.4693094629,0.3651226158,2.45,2.3678942019,
G68412,Tarzan,Occupation,G6,,,,"At the end of the Breeding phase of each Harvest, if you have at least 6 Food in your supply, you receive 1 Animal of your choice (you can’t use it for breeding in the same phase).",,False,True,543.0,334.0,152.0,44.0,5.68,0.2799263352,0.2894736842,1.16,1.0890485883,
I260,Taster,Occupation,I,4+,,,"Whenever another player is the Starting Player, you can pay him/her 1 food at the start of the round and be the first to place a family member.",,True,False,10.0,10.0,9.0,3.0,3.1,0.9,0.3333333333,4.29,4.2857142857,
I100,Tavern,Minor Improvement,I,,2W 2S,,"The Tavern is an additional action space. Whenever another player uses it, they receive 3 food. Whenever you use it, you can choose either to take 3 food or to score 2 bonus points.",2,False,True,878.0,377.0,122.0,45.0,5.72,0.138952164,0.368852459,0.73,0.5941489333,
WM051,Tavern Keeper,Occupation,Wm,,,,"At the start of each Harvest, receive 1 Food and 1 Grain if you have at least 1 room in your home that is not occupied by a Family member. At the end of the game, receive 1 Bonus Point for every empty room.",,False,True,861.0,494.0,252.0,88.0,5.5,0.2926829268,0.3492063492,1.46,1.3615976782,
G054,Tax Collector,Occupation,G,,,,"Whenever another player pays building recources to build a major improvement, you receive 1 resource of those paid (of your choice). You may pay 1 food to the general supply to receive another of the resources paid.",,False,False,427.0,359.0,229.0,60.0,4.7,0.5362997658,0.2620087336,2.01,1.9372341964,
G54637,Tea,Minor Improvement,G5,,1F,Family member on ”Sow and/or Bake”,"Immediately bring your Family member on the ”Sow and/or Bake” Action space back home. It can take another action this round. AFTER YOU PLAY THIS CARD, PASS IT TO THE PLAYER ON YOUR LEFT, WHO ADDS IT TO HIS/HER HAND",,False,True,757.0,435.0,177.0,45.0,5.7,0.2338177015,0.2542372881,0.85,0.0,
E215,Tenant Farmer,Occupation,E,4+,,,"You immediately receive a loan of one of each type of animal. Before scoring, return the 3 animals. For each animal that you cannot or do not want to return, deduct 1 point.",,False,True,809.0,642.0,359.0,113.0,5.21,0.4437577256,0.3147632312,2.0,1.9064769257,
E157,Thatcher,Occupation,E,3+,,,"Pay 1 reeds less to build each room, each renovation, and each of the Water Mill, Half-timbered house, Chicken coop, Holiday home, Mansion and Corn storehouse.",,False,True,1003.0,853.0,609.0,154.0,3.95,0.6071784646,0.2528735632,2.19,2.1429962985,
G66336,Thatcher’s Helper,Occupation,G6,,,,"Pile (from bottom to top) 1 Reed, Wood, Wood, Reed, Wood, Reed. Whenever any player (including you) takes a Family Growth action, you may pay 0/1 Food to the general supply to get the Wood/Reed on top.",,False,True,543.0,378.0,215.0,50.0,5.36,0.3959484346,0.2325581395,1.32,1.2664965768,
FR049,The Port Le Havre,Minor Improvement,Fr,,,1 Oven,"Whenever you use the ”Bake Bread” Action, you may convert 1/2 Clay into 1/2 Stone.",1,False,True,919.0,595.0,331.0,106.0,5.37,0.3601741023,0.3202416918,1.65,1.5830383648,
I67,Threshing Board,Minor Improvement,I,,2W,2 Occupations,"Whenever you use the ”Plough 1 Field” or ”Plough Field and Sow” action spaces, you can additionally bake bread.",1,False,True,740.0,211.0,73.0,17.0,5.87,0.0986486486,0.2328767123,0.33,0.3012111916,
FR050,Threshing Machine Plow,Minor Improvement,Fr,,1W,,"Once during the game, when you use the ”Plow 1 field” Action space, you may Plow all 3 middle spaces on your farmyard instead of Plowing 1 field. (The middle 3 spaces are those surrounded by exactly 8 other spaces.)",,False,True,829.0,744.0,698.0,215.0,3.56,0.8419782871,0.3080229226,3.7,3.6465922428,
G56171,Thunderbolt,Minor Improvement,G5,,,1 Grain Field,"Immediately convert each Grain in one of your fields to 2 Wood each, and move them to your supply. AFTER YOU PLAY THIS CARD, PASS IT TO THE PLAYER ON YOUR LEFT, WHO ADDS IT TO HIS/HER HAND",,False,True,780.0,436.0,220.0,74.0,5.75,0.2820512821,0.3363636364,1.36,0.0123210123,
G64776,Tide Mill,Minor Improvement,G6,,3C,,"Once in a Round, you may return 1 Grain to the supply and place 3 Food on the next Round space. At the start of this Round, you receive the Food.",2,False,True,613.0,496.0,283.0,87.0,4.81,0.4616639478,0.3074204947,2.03,1.9701849462,
WM052,Tile Maker,Occupation,Wm,,,,If there are 1/3/6/9 rounds left to play you receive 1/2/3/4 Clay. At the end of the game all players with a Clay hut receive 2 Bonus points. (This card does not give Bonus points for a Stone house.),,False,True,839.0,736.0,475.0,128.0,4.81,0.5661501788,0.2694736842,2.18,2.0922867359,
FR051,Timetable,Minor Improvement,Fr,,,1 Major Improvement,Place 1 building resource of each type on this card. These building resources can only be used to pay for Minor Improvements.,,False,True,879.0,641.0,496.0,139.0,4.9,0.5642775882,0.2802419355,2.26,2.0859874281,
K285,Tinsmith,Occupation,K,,,,"You can convert clay into food at any time. You receive 1 food per clay. If any player has built a Well A10, you receive 3 food for each 2 clay instead.",,False,True,848.0,449.0,220.0,54.0,5.69,0.2594339623,0.2454545455,0.91,0.8683533448,
1178,Tomatopicker,Occupation,G7,,,,,,False,False,297.0,224.0,131.0,33.0,5.01,0.4410774411,0.2519083969,1.59,1.5509511693,
1179,Torch,Minor Improvement,G7,,,,,,False,False,330.0,216.0,148.0,27.0,5.19,0.4484848485,0.1824324324,1.17,1.1293436293,
1180,Tourist,Occupation,G7,,,,,,False,False,343.0,319.0,175.0,71.0,4.03,0.5102040816,0.4057142857,2.96,2.9064080443,
1181,Touristfarm,Minor Improvement,G,,,,,,False,False,365.0,161.0,69.0,26.0,5.85,0.1890410959,0.3768115942,1.02,0.9733685017,
FR112,Tower Builder,Occupation,Fr,,,,"If you are the only player to have only 2 rooms in your home and you use a ”Build rooms” action on an Action space to build at least 1 room, you may build 1 additional room for free.",,False,True,857.0,702.0,322.0,84.0,4.86,0.3757292882,0.2608695652,1.4,1.3132623553,
G45120,Town Hall,Minor Improvement,G4,,2W 2C,,"In the Feeding phase of each Harvest, you receive 1/2 Food if you live in a Clay hut/Stone house.",2,False,True,759.0,628.0,398.0,131.0,4.5,0.5243741765,0.3291457286,2.47,2.3479433683,
FR113,Trailblazer,Occupation,Fr,,,,"At the start of each round, if you have no empty plowed fields on your farm, you may pay 1 Food to Plow 1 field.",,False,True,815.0,760.0,621.0,184.0,3.72,0.7619631902,0.2962962963,3.23,3.183692018,
1185,Transaction,Minor Improvement,G7,,,,,,False,False,312.0,144.0,82.0,26.0,5.6,0.2628205128,0.3170731707,1.19,0.0,
K281,Traveling Salesman,Occupation,K,,,,"Whenever you select a ”minor improvement” action on an action space, you can play a major instead of a minor improvement. If you select a ”major or minor improvement” action on an action space, you can play 2 minor improvements.",,False,True,868.0,526.0,240.0,58.0,5.57,0.2764976959,0.2416666667,0.95,0.8829822251,
G53977,Treasure Hunter,Occupation,G5,,,,"Immediately place up to 5 Building resources from the general supply on Unused farmyard spaces. The spaces must not be orthogonally adjacent. When you use these spaces, you receive the resource. These spaces count as used for scoring but unused otherwise.",,False,True,924.0,806.0,660.0,188.0,3.59,0.7142857143,0.2848484848,2.91,2.8757894342,
G45442,Treasure Map,Minor Improvement,G4,,1R,,"Whenever you play a Minor Improvement, you may pay 1 Food to Plow 1 field afterward.",,False,True,885.0,822.0,683.0,210.0,2.34,0.7717514124,0.3074670571,3.39,3.3451621709,
G116,Tree House,Minor Improvement,G,,2W 1R,3 Occupations,"Once you no longer live in a Wooden Hut, one of your rooms can hold an additional Family member.",,False,False,498.0,496.0,427.0,105.0,1.48,0.8574297189,0.2459016393,3.01,2.8991845603,
1190,Treehousebuilder,Occupation,G7,,,,,,False,False,381.0,355.0,290.0,68.0,2.89,0.7611548556,0.2344827586,2.55,2.4969292632,
1191,Treeplanting,Minor Improvement,G7,,,,,,False,False,269.0,226.0,163.0,52.0,4.99,0.6059479554,0.3190184049,2.76,2.6260144854,
FR052,Trees for the Citizens,Minor Improvement,Fr,,3W,1 Occupation,"If you have the Joinery or Sawmill, you do not have to pay the Wood cost for this card. At the end of the game, you receive 1 Bonus point for every 2 Improvements in front of you that have a printed Wood cost.",1,False,True,908.0,834.0,569.0,193.0,3.66,0.6266519824,0.3391915641,3.04,2.9617891457,
G68559,Trinket Collector,Occupation,G6,,,,"At the end of the game, you receive 1 Bonus point for each of your improvements that doesn’t give Victory points or Bonus points.",,False,True,381.0,376.0,260.0,105.0,3.72,0.6824146982,0.4038461538,3.94,3.8461538462,
FR053,Trip to the Lake,Minor Improvement,Fr,,1R,2 Occupations,"Whenever you use the ”Fishing” Action space, you receive an additional 1 Food and 1 Wood.",,False,True,865.0,542.0,337.0,67.0,4.79,0.3895953757,0.1988130564,1.11,1.0605551975,
1195,Troll,Occupation,,,,,,,False,True,,,,,,,,,,
G055,Truffle Digger,Occupation,G,,,,"Whenever you use a family member’s action to take wood that is on an accumulating action space and you have 1/2/3 wild boar, you receive 1/2/3 additional food.",,False,False,493.0,353.0,170.0,40.0,5.01,0.3448275862,0.2352941176,1.16,1.124993608,
1197,Truffleshunter,Occupation,G7,,,,,,False,False,254.0,233.0,168.0,46.0,3.3,0.6614173228,0.2738095238,2.59,2.52557716,
FR054,Tuileries Garden,Minor Improvement,Fr,,1W 3S,4 Occupations,"Whenever you use the ”Plow 1 field” Action space, you may immediately afterward take 1 Grain or 1 Vegetable from the general supply and Sow it.",1,False,True,826.0,725.0,498.0,155.0,3.41,0.602905569,0.3112449799,2.68,2.5784563366,
G75957,Tunnel,Minor Improvement,G7,,1S,2 Occupations,"You can place exactly 2 people immediately after one another, if at least one of them uses a Stone accumulation space.",,False,True,345.0,291.0,191.0,47.0,4.22,0.5536231884,0.2460732984,1.95,1.864654808,
FR114,Turkey Breeder,Occupation,Fr,,,,"You may immediately build up to 4 fences and 1 stable for free. At the end of the final Harvest, you must return 4 Wood to the general supply. If you cannot, you must take 1 Begging Card for each Wood you cannot return.",,False,True,956.0,927.0,858.0,231.0,2.32,0.8974895397,0.2692307692,3.45,3.4156742839,
E158,Turner,Occupation,E,3+,,,You can use the Turner at any time to convert any number of wood to 1 food each.,,True,False,780.0,84.0,22.0,1.0,6.46,0.0282051282,0.0454545455,0.02,0.0166500167,
K137,Turnip Field,Minor Improvement,K,,,3 Occupations,"When you sow, you can plant vegetables on this card as you would on a field. When you play this card, you can also carry out a sowing action.",1,False,True,1091.0,1082.0,971.0,296.0,1.93,0.8900091659,0.3048403708,3.88,3.8359512412,
1203,Turnwrestplow,Minor Improvement,E,,,,,,False,True,934.0,882.0,747.0,206.0,3.0,0.7997858672,0.2757697456,3.15,3.0706695447,
E174,Tutor,Occupation,E,1+,,,"At the end of the game, you receive 1 bonus point for each occupation that you play after this one.",1 per subsequent occupation,False,True,995.0,975.0,897.0,225.0,2.79,0.9015075377,0.2508361204,3.23,3.2124310036,
G55169,Twibil and Twivel,Minor Improvement,G5,,1S,,"After any player, including you, builds at least 1 Wooden room, you receive 1 Food.",1,False,True,900.0,827.0,676.0,202.0,3.34,0.7511111111,0.298816568,3.21,3.1541748849,
E166,Undergardener,Occupation,E,4+,,,"Whenever you use the 'Day Labourer' Action space, also take 1 vegetable.",,False,True,835.0,768.0,530.0,114.0,3.61,0.6347305389,0.2150943396,1.95,1.9099052569,
G68682,Underground Shed,Minor Improvement,G6,,1W,Return The Well,You may immediately build up to 4 stables for free.,,False,True,542.0,281.0,158.0,45.0,4.74,0.2915129151,0.2848101266,1.19,1.0134255954,
G056,Understudy,Occupation,G,,,,"Whenever an action space is occupied by exactly one of your family members, you may use that action space again with a second family member.",,False,False,395.0,243.0,113.0,17.0,5.19,0.2860759494,0.1504424779,0.61,0.5821824641,
WM111,Undisturbed Pond,Minor Improvement,Wm,,,No Occupations,"Place 1 Food on each of the next Round spaces, up to the number of completed rounds. At the start of these rounds, you receive the Food.",1,False,True,914.0,574.0,426.0,133.0,4.64,0.466083151,0.3122065728,2.08,1.9714200594,
FR115,Unicycle Driver,Occupation,Fr,,,,"At the start of each round, you may pay 1 Stone to place 1 of your unused fences as a road between 2 orthogonally adjacent Action spaces. At the end of each Work phase, you may use 1 empty Action space with a road to one occupied by you.",,False,True,758.0,516.0,278.0,65.0,5.07,0.3667546174,0.2338129496,1.23,1.1368967397,
G69160,Universal Educator,Occupation,G6,,,,"Whenever you play an Occupation (including this one), you receive 1 Food for each of your planted fields.",,False,True,253.0,164.0,100.0,29.0,4.97,0.395256917,0.29,1.64,1.5883681536,
G54954,Unwanted Goods,Minor Improvement,G5,,,,"You may immediately discard 1 card from your hand for 1 building resource. AFTER YOU PLAY THIS CARD, PASS IT TO THE PLAYER ON YOUR LEFT, WHO ADDS IT TO HIS/HER HAND",,False,True,773.0,504.0,441.0,139.0,5.25,0.5705045278,0.3151927438,2.57,0.0058250368,
G55048,Upholstery,Minor Improvement,G5,,,,"Whenever you play an Improvement, you may place 1 Reed from your supply on a room in your home. You may have a maximum of 1 Reed in each room. You cannot use these Reed any more, but each is worth 1 Bonus point at the end of the game.",,False,True,781.0,622.0,494.0,143.0,4.87,0.6325224072,0.2894736842,2.62,2.5415651806,
1214,Uprooter,Occupation,G7,,,,,,False,False,209.0,168.0,73.0,22.0,4.14,0.3492822967,0.301369863,1.5,1.4419610671,
1215,Veganbuilder,Occupation,G7,,,,,,False,False,316.0,273.0,212.0,64.0,3.1,0.6708860759,0.3018867925,2.89,2.8114231124,
FR055,Vegetable Harvest,Minor Improvement,Fr,,,,"If you have an Oven, you can convert Vegetables into Food at any time. Take 4 Food for each Vegetable.",,False,True,896.0,416.0,269.0,67.0,5.66,0.3002232143,0.249070632,1.07,0.9967590661,
G45696,Vegetable Importer,Occupation,G4,,,,"If you play this card during Stage 1, place 3 Vegetables on the space for Round 11. At the start of this round, you receive the Vegetables.",,True,False,657.0,541.0,399.0,95.0,4.29,0.6073059361,0.2380952381,2.07,2.0087182514,
1218,Vegetableman,Occupation,G7,,,,,,False,False,329.0,276.0,211.0,62.0,4.1,0.641337386,0.2938388626,2.69,2.6028279619,
G117,Vegetable Scoop,Minor Improvement,G,,2W,,"Whenever you use the ”Take 1 Vegetable” action space, you receive 1 additional vegetable.",,False,False,569.0,367.0,238.0,57.0,5.14,0.4182776801,0.2394957983,1.43,1.364939649,
G55196,Vegetable Vendor,Occupation,G5,,,,"Whenever you use the ”Major or Minor Improvement” Action space, you receive 1 Vegetable. Whenever you use the ”Take 1 Vegetable” Action space, you may play a Major or Minor Improvement by paying its cost.",,False,True,868.0,825.0,703.0,194.0,2.87,0.8099078341,0.2759601707,3.19,3.1429301863,
G057,Vegetarian,Occupation,G,,,,"For each grain or vegetable you convert to food (in any manner), you receive 1 additional food. You may not convert animals to food for the rest of the game.",,False,False,179.0,36.0,7.0,3.0,6.08,0.0391061453,0.4285714286,0.24,0.2394253791,
G45302,Veggie Lover,Occupation,G4,,,,"In the Feeding phase of each Harvest, you may convert up to 1 pair of 1 Grain and 1 Vegetable to 6 Food. Immediately before scoring, you may exchange 1/2/3 pairs of 1 Grain and 1 Vegetable from your supply for 2/4/6 Bonus points.",,False,True,730.0,707.0,464.0,138.0,3.26,0.6356164384,0.2974137931,2.7,2.6656656994,
K304,Veterinarian,Occupation,K,4+,,,"When you play this card, place 4 sheep, 3 wild boar and 2 cattle in a container. At the start of each round, draw two animals. If they are the same, keep one. Return the 1 or 2 animals to the container.",,False,True,715.0,108.0,44.0,6.0,6.24,0.0615384615,0.1363636364,0.12,0.0980837344,
1224,Veterinaryintern,Occupation,G7,,,,,,False,False,294.0,276.0,200.0,56.0,3.32,0.6802721088,0.28,2.72,2.6666666667,
G75958,Viking Ship,Minor Improvement,G7,,2W,2 Occupations,"Whenever you use the ”Fishing” Action space, you can pay 2 Food from the space to the Supply and receive 1 Building resource of your choice and a Guest token that can be used in the following round. G8",,False,True,300.0,268.0,188.0,45.0,3.51,0.6266666667,0.2393617021,2.14,2.108662614,
FR116,Village Druid,Occupation,Fr,,,,"In the future, whenever you play an Occupation, you receive 1 Sheep afterward.",,False,True,794.0,721.0,601.0,171.0,3.85,0.7569269521,0.2845257903,3.08,3.0305733697,
I221,Village Elder,Occupation,I,3+,,,"If there are still 1/3/6/9 rounds to play, you immediately receive 1/2/3/4 wood. At the end of the game, all players with the most Improvements receive 3 bonus points each.",3 for most improvements,False,True,1035.0,991.0,794.0,268.0,3.23,0.7671497585,0.3375314861,3.7,3.6525146327,
G058,Village Farmer,Occupation,G,,,,"If there are still 1/3/6/9 rounds to play, you immediately receive 1/2/3/4 wood. At the end of the game, all players who have the most plowed fields receive 3 bonus points each.",,False,False,474.0,456.0,330.0,92.0,3.62,0.6962025316,0.2787878788,2.77,2.6971340895,
WM053,Village Fool,Occupation,Wm,,,,"At the start of each round, you may place 1 card face down from your hand under Village Fool. That card can no longer be used for the rest of the game. At the end of the game, you receive 1 Bonus points for each card under Village Fool except the 3rd, 5th, 7th and 9th.",,False,True,881.0,694.0,422.0,126.0,4.65,0.4790011351,0.2985781991,2.04,1.9801926936,
1230,Villagehead,Occupation,G6,,,,,,False,False,564.0,503.0,416.0,176.0,3.33,0.7375886525,0.4230769231,4.46,4.44723716,
1231,Villagelady,Occupation,,,,,,,False,True,,,,,,,,,,
WM112,Village School,Minor Improvement,Wm,,1S 1R,1 Occupation,"Once per turn, when paying a cost, you may discard 1 card from your hand to pay 1 less Building resource of your choice.",1,False,True,915.0,776.0,589.0,213.0,3.94,0.643715847,0.3616298812,3.33,3.2295439816,
I66,Village Well,Minor Improvement,I,,,Return Well,"Place 1 food each on the next 3 remaining round spaces. At the start of these rounds, you receive the food.",5,False,True,905.0,681.0,394.0,143.0,4.42,0.435359116,0.3629441624,2.26,2.1541752972,
G67187,Villein,Occupation,G6,,,,"Whenever you play an Occupation (including this one), you may take a ”Sow” action afterward. Whenever you play a Minor Improvement, you may take a ”Bake bread” action afterward.",,False,True,543.0,519.0,384.0,106.0,3.33,0.7071823204,0.2760416667,2.79,2.7161163729,
G55042,Vinedresser,Occupation,G5,,,,"At the start of each round, if you have 2 Grain and 2 Vegetables in your supply or planted, you can pay 1 Wood to Plow 1 field.",,False,True,689.0,612.0,412.0,136.0,4.09,0.5979680697,0.3300970874,2.82,2.737690959,
G67166,Vineyard Labor,Occupation,G6,,,,"You may sow Wood and/or Food as if it were Grain. Whenever you sow, you receive 1 Wood and 1 Food before you sow.",,False,True,584.0,452.0,253.0,60.0,4.83,0.4332191781,0.2371541502,1.47,1.4271017845,
G45110,Visionary,Occupation,G4,,,,"If you play this card in round 1-4, you immediately receive 1 vegetable, 2 wild boars, and 1 stone. Before round 11, you cannot grow your family, unless all other players have more than 2 family members.",,False,True,705.0,585.0,388.0,106.0,3.98,0.5503546099,0.2731958763,2.15,2.0372053186,
G44364,Visiting Quarryman,Occupation,G4,,,,"Place 2 Guest tokens on this card. Twice during the game, you may place 1 of the Guest tokens as you would an additional Family member. This Guest must use a Clay or Stone Accumulation space.",,False,True,881.0,799.0,679.0,233.0,3.36,0.7707150965,0.3431516937,3.78,3.744788225,
G56324,Walrus Hunter,Occupation,G5,,,,"Whenever you use the ”Fishing” Action space, you also receive 1 Wild boar.",,False,True,677.0,495.0,263.0,54.0,5.02,0.388478582,0.2053231939,1.14,1.0918220061,
G54211,Wares Salesman,Occupation,G5,,,,"Each time any player (including you) builds an improvement or plays an occupation that lets them turn building resources into food, you receive exactly 1 of the corresponding building resource and 1 reed. (If multiple, choose one).",,False,True,716.0,603.0,383.0,114.0,4.46,0.5349162011,0.2976501305,2.27,2.2210923548,
I262,Water Carrier,Occupation,I,1+,,,"Once any player has built the Well, place 1 food on the remaining Round spaces. At the start of these rounds, you receive the food.",,False,True,771.0,474.0,219.0,73.0,5.64,0.2840466926,0.3333333333,1.35,1.2784880489,
FR056,Watering Can,Minor Improvement,Fr,,1F,,Immediately add 1 Grain from the supply to each of your planted Grain fields and 1 Vegetable to each of your planted Vegetable fields.,,False,True,910.0,566.0,261.0,75.0,5.66,0.2868131868,0.2873563218,1.18,0.0135332648,
I103,Water Mill,Minor Improvement,I,,1W 2C 1R 2S,,"After the field phase of a harvest, each player can use the Water Mill to convert up to 1 grain to 3 food. Each player that uses the Water Mill must give you 1 of the food.",2,True,False,588.0,54.0,11.0,1.0,6.24,0.018707483,0.0909090909,0.02,0.0132520541,
U019,Wealthiest Cousin,Occupation,,,,,"If this is your second Occupation, you get 1 Food for every completed Round of the game up to 4 Food. When you play this card, you receive 1 Grain.",,False,True,,,,,,,,,,
FR117,Wealthiest European,Occupation,Fr,,,,"If this is your first Occupation, immediately take 1 building resource of your choice for each completed round of the game.",,False,True,840.0,593.0,452.0,150.0,4.02,0.5380952381,0.3318584071,2.55,2.438143399,
G55774,Wealthy Man,Occupation,G5,,,,"If this is your first Occupation, you immediately receive 1 Bonus point for every Improvement you have. (Improvements played after you play this card do not affect this toral.)",,False,True,678.0,270.0,158.0,55.0,4.22,0.2330383481,0.3481012658,1.16,1.0708551372,
1247,Wealthywoman,Occupation,G7,,,,,,False,False,325.0,269.0,126.0,42.0,4.48,0.3876923077,0.3333333333,1.85,1.7582417582,
K309,Weaver,Occupation,K,4+,,,"Whenever you have at least 2 sheep at the start of the Work phase, you receive 1 food.",,False,True,758.0,240.0,68.0,20.0,6.12,0.0897097625,0.2941176471,0.38,0.354759318,
I104,Weekly Market,Minor Improvement,I,,3 Grain,,"When you play this card, you receive 2 vegetables. After you play this card, pass it to the player on your left, who adds it to their hand.",,False,True,810.0,270.0,116.0,38.0,5.69,0.1432098765,0.3275862069,0.67,0.011555069,
I220,Well Builder,Occupation,I,1+,,,"For you, the Well is not a Major but a Minor improvement and costs only 1 stone and 1 wood to build.",,False,True,839.0,826.0,623.0,175.0,3.1,0.7425506555,0.2808988764,2.98,2.9032116121,
G66241,Well Seller,Occupation,G6,,,,"Whenever another player builds the Well, you receive 1 Wood and 3 Stone.",,False,True,504.0,323.0,143.0,31.0,5.6,0.2837301587,0.2167832168,0.88,0.7865150722,
1252,Wetlands,Minor Improvement,G7,,,,,,False,False,272.0,202.0,133.0,37.0,4.25,0.4889705882,0.2781954887,1.94,1.8702217729,
K270,Wet Nurse,Occupation,K,1+,,,"When building, you may grow your family by up to the number of rooms that you build. This costs 1 food per person.",,True,False,16.0,16.0,15.0,4.0,1.94,0.9375,0.2666666667,3.57,3.5714285714,
G44435,Whale Oil,Minor Improvement,G4,,1W,,"Whenever you use the ”Fishing” Action space, you may place 1 Food from the general supply on this card. Whenever you play an Occupation, you receive Food equal to the number of Food on this card before you pay the cost of the Occupation.",,False,True,812.0,678.0,535.0,152.0,3.72,0.6588669951,0.2841121495,2.67,2.5492117569,
G54463,Wheat Farmer,Occupation,G5,,,,"Whenever you harvest a Grain field, you may leave the Grain on the field and take 1 Grain from the general supply instead.",,False,True,777.0,542.0,312.0,94.0,5.26,0.4015444015,0.3012820513,1.73,1.6784052498,
G059,Wheedler,Occupation,G,,,,"Whenever you receive food from an action space, you receive 1 additional food. This benefit does not apply to food gained due to an improvement or occupation.",,False,False,475.0,348.0,233.0,66.0,4.81,0.4905263158,0.2832618026,1.98,1.9594049501,
WM054,Wheelbarrow Pusher,Occupation,Wm,,,,"Whenever you use a person’s actions to take exactly 1 resource from a Building resource Accumulation space, you receive an additional 1 Building resource of your choice or 1 Food. In a 4/5 player game, you instead receive an additional 1 Building resource of your choice and 1 Food.",,False,True,802.0,761.0,601.0,162.0,3.08,0.7493765586,0.2695507488,2.89,2.8280262026,
G44907,Whistle,Minor Improvement,G4,,1W,,"At the beginning of the Breeding phase of each Harvest, you receive 1 Sheep if you have at least 1 unfenced stable on your farm that is not housing an animal. (You may not convert animals to Food during the Breeding phase of the Harvest).",,False,True,799.0,599.0,425.0,132.0,4.63,0.5319148936,0.3105882353,2.36,2.2434766147,
1259,Whitekingdom,Minor Improvement,G6,,,,,,False,False,556.0,500.0,289.0,99.0,3.75,0.5197841727,0.3425605536,2.54,2.385249487,
G66927,Wholesale Agent,Occupation,G6,,,,"Place 2 each of Wood, Clay, Stone and Reed from the supply on this card. When you have at least 9/7/5/3 Wood/Clay/Stone/ Reed in your supply you receive the corresponding items from this card.",,True,False,574.0,521.0,357.0,105.0,4.6,0.6219512195,0.2941176471,2.61,2.5473604076,
WM113,Wild Breeding,Minor Improvement,Wm,,,,"Immediately add 1 animal of the appropriate type to each Accumulation space containing 2 or more animals. If you have space on your farm, you may take 1 of the added animals. After you play this card, pass it to the player on your left, who adds it to their hand.",,False,True,867.0,396.0,207.0,56.0,6.11,0.2387543253,0.270531401,0.92,0.0044575943,
1262,Wildchickens,Minor Improvement,,,,,,,False,True,,,,,,,,,,
G6609,Wild Fruit,Minor Improvement,G6,,,2 Occupations,"Place 3 Food on this card from the general supply. Whenever you receive Grain or Vegetables outside of a Harvest, take 1 Food from this card.",1,False,True,573.0,570.0,533.0,159.0,2.85,0.9301919721,0.2983114447,3.96,3.9492240616,
FR057,Wild Game,Minor Improvement,Fr,,1 Wild Boar,,You immediately receive 5 Food.,,False,True,826.0,341.0,189.0,52.0,5.76,0.2288135593,0.2751322751,0.9,0.0142752823,
G44642,Wild Greens,Minor Improvement,G4,,,,"Whenever you Sow, you receive 1 Food for every different type of good that you Sow.",,False,True,727.0,568.0,462.0,120.0,4.87,0.6354883081,0.2597402597,2.36,2.2610519761,
I102,Wildlife Reserve,Minor Improvement,I,,2W,2 Occupations,"This card can hold up to 1 sheep, 1 wild boar and 1 cattle.",1,False,True,920.0,633.0,337.0,79.0,5.21,0.3663043478,0.234421365,1.23,1.1648266583,
E17,Windmill,Minor Improvement,E,,"2 stone, 2 grain",,"At any time, you can convert grain to 2 food, without having to bake.",2,True,False,745.0,179.0,50.0,21.0,6.09,0.067114094,0.42,0.4,0.3463087248,
